A1BHEAG8WGI6KI,0,1,0,0,0,0,0,0,0,0
A3DEM5O1OCFVKV,0,1,0,0,0,0,0,0,0,0
A3T70YYLB0E713,0,0,0,0,0,0,0,0,0,0
A2SH2AM8NXTLBF,0,0,0,0,0,0,0,0,0,0
AGCCC2EIE3QR7,0,0,1,1,0,0,0,0,0,0
A1F41BJHHOL48Q,0,0,0,0,0,0,0,0,0,0
A2O7354D3E8UO2,0,0,0,0,0,0,0,0,0,0
A2HOA74FML734G,0,0,0,0,0,0,0,0,0,0
A1D4CTGYCPP6JU,0,1,0,0,0,0,0,1,0,0
A2EW0Z3G5OPL46,0,0,0,0,0,0,1,0,0,0
A198CCH4NNLI2E,0,0,0,0,0,0,0,1,0,0
AFJW6XEP699D,0,0,0,0,0,0,0,0,0,0
A1MSNVR6KMVHCN,0,1,0,0,0,0,0,0,0,0
A317J7LMCJSUH1,0,1,0,0,0,0,0,0,0,0
A30L5JZNI3NYGL,0,0,0,0,0,0,0,0,0,0
A2FX7BMGKJ4OIT,0,0,0,0,0,0,0,0,0,0
A2INB3D8ZQREFO,0,0,0,0,0,0,0,0,1,0
AYFIBXKN41GP7,1,0,0,0,0,0,0,0,1,0
A8D7ECXL8SP9I,0,1,0,0,0,0,0,0,0,0
A3TVUILONBDOIN,0,0,0,0,0,1,0,0,0,0
A2C4OPFKJMY8V1,0,0,0,0,0,0,0,0,0,0
A1XEHMZLD5I7L9,0,0,0,0,0,0,0,0,0,0
AB0BF5Q061U4F,0,0,0,0,0,0,0,0,0,0
A2Y9H5212HUSJU,0,0,0,0,0,0,0,0,0,0
A11N7OUF8YFX92,0,0,0,0,0,0,0,0,0,0
A24I1XQCGABNPD,0,0,0,0,0,0,0,0,0,0
A10E3CDBKJF6JP,0,0,1,0,0,0,0,0,0,0
A3PA6B0K5CXI79,0,0,0,0,0,0,0,0,0,0
A2TMSU61CUJN9S,0,0,0,1,0,1,0,0,0,0
A16G1TD9YXM6ZO,0,0,0,0,0,0,0,0,0,0
A3DBFP8GMZR209,0,0,0,0,0,0,0,0,0,0
A13ESHZM8NZBOO,0,1,0,0,0,0,0,0,0,0
A5DYJY5MC6J8Q,1,0,0,0,0,0,0,0,0,0
A3SYY909S845KW,0,0,0,0,0,1,0,0,0,0
A2CKB736D5RT8P,0,1,0,0,0,0,0,0,0,1
A3156LH0U0LA6P,0,0,0,0,0,0,0,0,0,1
AGL5ERWNKYP79,0,0,0,0,0,0,0,0,0,0
ABF05ZXJ6JPS7,0,0,0,0,0,0,0,0,0,0
AJQNEJUXELUB0,0,0,0,0,0,0,0,0,0,0
AFL3J7PMJIE6N,0,0,0,0,0,0,0,0,0,0
AKMHBIWLAIE26,0,0,0,0,0,0,0,0,0,0
A1B26DFOA1G4NC,0,0,0,0,0,0,0,0,0,0
A1V3BM617P6091,0,0,0,0,0,0,0,0,0,0
A2SYNL4YX73KNY,0,0,0,0,1,1,1,0,0,0
A33DO9WZQ8KVBJ,0,0,0,0,0,0,0,0,0,0
A30J0DKNKCF7SR,0,0,0,0,0,0,0,0,0,0
ATUOMUZ5WVITJ,0,1,0,0,0,0,0,0,0,0
A109BZ1JF9YTR9,0,0,0,0,0,0,0,0,0,0
A3FCKVA6E5BD1D,0,0,1,1,0,0,0,0,0,0
ASDSE2DSR1RCE,0,1,0,0,0,0,0,0,0,0
A3HM2WT60542SP,0,0,0,0,0,0,0,0,0,0
AO4OIK8IVUXAP,0,0,0,0,0,0,0,0,0,0
A3V2PM9BOUVFYN,0,0,0,0,0,0,0,0,0,0
ACT3P47I9WXCA,0,0,0,0,0,0,0,0,0,0
A7LE5B4KDUD5X,0,0,0,0,0,0,0,0,0,0
A2M6N40Y2KAQHQ,0,0,0,0,0,0,0,0,0,0
A2XHCMSFA2SJ6H,0,1,0,0,0,0,0,0,0,0
A27M7N7S5QN74C,0,1,0,0,0,0,0,0,0,0
A18W1JPP4W5190,0,0,1,1,0,1,1,0,1,0
A39BD0JYL5SNRU,0,0,0,0,0,0,0,0,0,0
AHW2OMX9KWQT6,0,0,0,0,0,0,0,0,0,0
AGIMJI9KY0OFI,0,0,1,0,0,0,1,0,0,0
A246YB9ETBKSRC,0,1,1,1,1,0,1,0,0,1
